δίκαια τοίνυν ἂν ποιοῖτε τί ποτε καὶ ὑμῖν βουλομένοις ἐστὶ κοινούμενοι, ὡς ἂν καὶ αὐτὸς πρὸς τὸν ὑμέτερον σκοπὸν τὰ κατ' ἐμαυτὸν διαθοίμην”.	NEU
τὴν πατρίδα εὐηργέτηκας ἀξίως Ἑρμοκράτους καὶ Χαιρέου”.	POS
Χαίρει τὰ πολλὰ τοιγαροῦν καὶ τοῖς νέοις·	POS
Καὶ δὴ καθίσας ἔγραψε ταῦτα πρὸς τοὺς εὐνούχους·	NEU
ἐξεῖπε γάρ μου τὴν βουλήν, ἔδειξε καὶ τὸ γράμμα.	NEU
πλουτήσεις εἰς κόρον, γάμου σοι προνοήσει λαμπροῦ.	POS
Ποθῶ, καὶ ταῦτα καλὴν παρθένον, Καλλιγόνην μοι τὴν προεξηρπαγμένην”.	POS
ἡ γραῦς δὲ — καὶ γὰρ εἶχε καλὴν καρδίαν — ὅλη φανεῖσα τῆς χαρᾶς καὶ τοῦ πότου ἤγερτο λοιπὸν τῆς καθέδρας ὀρθία καὶ πρὸς τὸ πρᾶγμα δῆθεν ἐσκευασμένη, λαβοῦσα χειρόμακτρα χερσὶ ταῖς δύο ὄρχησιν ὠρχήσατο βακχικωτέραν, φθόγγον κορύζης οὐ μακρὰν ποιουμένη χαρᾶς τελεστὴν καὶ γέλωτος ἐργάτην.	POS
“Ἀλλ' ἡμῖν αὗται πέντε χιλιάδες ἱκαναὶ πρὸς εἴκοσι τῶν ἐκείνων.	NEU
ἐπαίρνει τὸ δοξάριν του καὶ ὑπᾷ νὰ κυνηγήσῃ, μὴ νὰ ξοδεύσῃ πέρδικαν τὴν κόρην νὰ τὴν φέρῃ.	NEU
αἱ δὲ τῶν ἄλλων αἰπόλων αἶγες καὶ τὰ πρόβατα καὶ τὰ βουκόλια κατὰ χώραν ἔμενεν ἐν κοίλῃ νηΐ, καθάπερ αὐτὰ τοῦ μέλους μὴ καλοῦντος.	NEU
Μετὰ γοῦν τὰς ἀναπλοκὰς καὶ τοὺς ἐρωτολόγους, περὶ τὸ τέλος τῆς νυκτὸς ἦλθον τοιοῦτοι λόγοι·	NEU
Ἀλλ’ οὕτως ἐξ ἁπλότητος, ὡς καὶ συνήθως εἶχες, ἐξέβης πρὸς ἀναψυχὴν καὶ παραβιβασμόν σου καὶ μάλιστα πρὸς τὸν σκοπὸν οὐκ οἶδα πῶς καὶ τοῦτο·	NEU
οὐ γὰρ λανθάνει ἡμῖν τὰ συμπίπτοντα δεινὰ τῆς Τύχης·	NEG
Ἀλλά μοι ἀντίθεός τις ἔοικεν ἐμποδίζειν τὴν πρᾶξιν καὶ διαμάχεσθαι πρὸς τοὺς ἐμοὺς ὑπηρέτας, ὥστε ὥρα σοι πάντως ἐπιδεικνύναι μοι τὴν ταινίαν ἣν τῇ παιδὶ συνεκτεθεῖσαν ὑποδεδέχθαι μετὰ τῶν ἄλλων γνωρισμάτων ἔλεγες, ὡς ἔγωγε δέδοικα μή τινος ἐμπέπλησται γοητείας καὶ μαγγανείαις τυγχάνει τραχυνούσαις τὴν ψυχὴν ἀνάγραπτος, ἐχθροῦ τινος αὐτὴν ἐξ ἀρχῆς ἀνέραστον ἀποβιῶναι καὶ ἄγονον ἐπιβουλεύσαντος”.	NEG
Οὕτως δὲ ἄρα τὸ σύνηθες ξενιζούσης εὐδαιμονίας τερπνότερόν ἐστιν, ὥστε ἐδάκρυεν ἐφ' ἑκάστῳ τούτων ἀπαλλαττόμενος·	NEG
Μαζώνουνται οἱ καλογριές, μαθάνουσιν τὸ πρᾶγμαν.	NEU
καὶ ἡμεῖς τοῖς ὕπνοις ἀπεσπεισάμεθα, τῆς στρωμνῆς ἀνέστημεν ἕκαστος.	NEU
ἤκουσας ὡς εἰς Κύπρον ἐξέδοντό με, εἰς χρυσίνων μνῶν καὶ μόνην τριακάδα;	NEU
Ὁ Φίλαρμος σπουδαίως γὰρ φθάνει πρὸς τὸ παλάτιν, ηὕρηκε τὸν πατέρα του, τοιάδε τὸν ἐλάλει·	NEU
Μεστὴ μὲν ἤδη ἡ πόλις ἦν τῶν εὐωχουμένων, πάντα δ' ἦν ἐστεφανωμένα καὶ διαβόητος ὁ μέλλων γάμος·	POS
Χαίρων ὁ πατὴρ δίδωσι καὶ μεταπεμψάμενος τὸν Λάμωνα καὶ τὴν Μυρτάλην εὐηγγελίζετο μὲν αὐτοῖς ὅτι Ἄστυλον θεραπεύσει λοιπὸν ἀντὶ αἰγῶν καὶ τράγων Δάφνις, ἐπηγγέλλετο δὲ δύο ἀντ' ἐκείνου δώσειν αὐτοῖς αἰπόλους.	NEU
Καὶ τοῦ φωτὸς αὐγάζοντος ἀπάρτι τῆς ἡμέρας, ἐκεῖ τοὺς ἐκατέλαβον εἰς τοὺς ἀδήλους κάμπους.	NEU
μακάριος ἐκεῖνος ὡς ἀληθῶς, τηλικαῦτα παρ' ἐρωμένης λαβὼν δῶρα”.	POS
ἀλλ’ ὅμως ὡς τὸ ἐδίκησας, ἀπολογίας ἔχε”.	NEU
ὥρμει δὲ πολλὰ πλοῖα ἐν τῇ πόλει·	NEU
Καλὴ Ῥοδάνθη, ναὶ καλὴ καὶ παρθένος·	POS
ἐπλάνα δέ με καὶ τὰ τῶν ἐνυπνίων φαντάσματα, τὸν δὲ ἀληθέστερον ὄνειρον οὐκ ἐθεασάμην.	NEG
Οἱ μέν (νέοι γὰρ καὶ πόθων ὑπηρέται) τὴν νύκτα πᾶσαν ἐν λόγοις κατηνάλουν·	NEU
Ἐμοῦ δὲ ἅπαντα μαθόντος ἐκ θεῶν καὶ εἶναί τε καὶ ὅπου φράσαντος αὖθις ἱκέτευεν ἐπιζητεῖν καὶ προτρέπειν ἥκειν εἰς τὴν ἐνεγκοῦσαν, ἄγονος γὰρ καὶ ἄτεκνος ἐκ τῶν ἐπὶ σοὶ διατελεῖν ὠδίνων ἑτοίμως τε ἔχειν, εἴ ποτε φανείης, ὁμολογεῖν τῷ σῷ πατρὶ τὸ συμβεβηκός·	NEU
ἥσθη μᾶλλον ὁ Θήρων, εὐκολωτέραν ἔσεσθαι τὴν πρᾶσιν οὐκ ἐν ἀγορᾷ νομίζων ἀλλ' ἐν ἐρημίᾳ, καὶ “ἕωθεν” φησὶν “ἀπίωμεν, σὺ μὲν εἰς τὴν ἔπαυλιν, ἐγὼ δὲ εἰς τὴν ναῦν, κἀκεῖθεν ἄξω τὴν γυναῖκα πρὸς σέ”.	NEU
κἀγὼ μὲν ἐδόκουν τοῦτο μόνον εἶναι τὸ δεινόν·	NEG
Ὁπόταν βλέπω τὴν μορφήν, λέγω τὴν ἐδικήν σου, νομίζω ἐκείνην ἀπατὰ βλέπω, νὰ μὴ ἔναι λόγος”.	NEU
ὦ παμμάταιος καὶ παράφρων καρδία, ἂν εἰ προδοῦναι τὴν ἑαυτοῦ παρθένον ὁ σατράπης ἤλπιζε τὸν Δοσικλέα.	NEG
Καλῶς δικάζει καὶ καλῶς πάντα κρίνει·	POS
Ἐπῆγεν, ἐχαιρέτησεν τὸν ἄνθρωπον ἐκεῖνον, εἰπών·	NEU
Καὶ πανταχοῦ γυρεύσαντες, μηδὲν δὲ εὑρηκότες, λυπούμενοι ὑπέστρεφον πρὸς ἀμιρᾶν εὐθέως.	NEG
Καὶ ὁ Φλώριος ἐκάθετον μέσα εἰς τὸ κοφίνιν·	NEU
Καὶ μετὰ ταῦτα θάνατος, καὶ μετὰ ταῦτα λύπη, καὶ μετὰ ταῦτα ἀναστεναγμός, καὶ μετὰ ταῦτα θλίψη·	NEG
“Ἄνθρωπε, βλέπω λυπηρὸν τὸ σχῆμά σου”, τὸν εἶπεν, ἀφ’ οὗ τὸν ἐχαιρέτησεν, καὶ πρὸς ὀλίγον ἔφην·	NEG
ἡ δέ γε τούτου πενθερὰ παρέδωκεν ὡσαύτως πράσινον λευκοτρίβλαττον καὶ ζώνας πολυτίμους, τέσσαρα χρυσογράμματα φακεώλια ἄσπρα, καβάδην τε χρυσοϋφῆ ὄπισθεν γρύψους ἔχον·	NEU
καὶ τοίνυν ἐξάψαντες ἐκ πρῴρας κάλως, στερραῖς δὲ δεσμήσαντες αὐτὴν ἀγκύραις, ἄνιμεν εὐθὺς εἰς Ῥόδον, ναύτας δύο μόνους λιπόντες φυλακὴν τῆς ὁλκάδος.	NEU
ἐγὼ δὲ ὡς εἶδον φερομένην μου τὴν φιλτάτην, οὐκ ἐνεγκὼν ἵεμαι διὰ τῶν ξιφῶν·	NEG
Ὡς δ' ἂν καὶ τοὔνομα τοῦ παιδίου ποιμενικὸν δοκοίη, Δάφνιν αὐτὸν ἔγνωσαν καλεῖν.	NEU
τίς τυφλὸς οὕτω, τίς σεσύληται φρένας, τίς ἀχάριστος εἰς θεῶν θείαν χάριν, ὡς μὴ τὸ κάλλος καὶ σέβειν καὶ λαμβάνειν;	NEU
Καὶ δύο διαγενομένων ἡμερῶν ἐλθὼν ὁ ἄγγελος τήν τε ἁρπαγὴν ἐκέλευσε κομίσασθαι καὶ ἀδικήσαντα μηδὲν ἀναχωρεῖν οἴκαδε·	NEU
ἐν γὰρ ταῖς διοικήσεσι τῶν μεγίστων πραγμάτων ὁ Θεὸς συνεισέρχεται, καὶ μηδεὶς ἀπιστείτω·	NEU
ἄπιμεν οὖν εἰς τὸ στρατόπεδον κοινῇ καὶ τῆς σκηνῆς εἴσω παρελθόντες τῆς ἐμῆς τὸ λοιπὸν τῆς νυκτὸς διετρίψαμεν·	NEU
Οὕτως ἐκείνων τῶν ἀπηνῶν βαρβάρων καταστρεφόντων τοὺς παραλίους τόπους ὁ λῃστρικὸς πᾶς ἦλθεν εἰς Ῥόδον στόλος.	NEG
φύσει γὰρ ἄνθρωπος, ὃ βούλεται, τοῦτο καὶ οἴεται.	NEU
Καθίζουν εἰς τὸν δεῖπνον.	NEU
Ἐν ὅλοις τούτοις τοῖς καλοῖς καὶ φιλοτίμοις πᾶσιν ἄνθρωπος οὐ παρέτρεχεν, οὐκ ἦν ἀνθρώπου φύσις, οὐ φύλαξις τῆς τράπεζας, οὐ φύλαξις τῆς πόλης, οὐδ’ ὑπηρέτης τῶν πολλῶν πολυτελῶν βρωμάτων.	NEU
Αὕτη τὸν ἐμβλέψαντα μακρόθεν φλέγει, τὸν δὲ προσεγγίσαντα τῷ στόματί σου, ἢ καὶ τυχόντα τοῦ φιλήματος μόνου ψυχρᾷ ψεκάδι δεξιοῦται καὶ δρόσῳ.	NEG
“οὐ νῦν” Δοσικλῆς εἶπε “καιρός μοι λέγειν·	NEU
ἀλλ’ ἰδίαν κέκρικα τὴν δυσκληρίαν, εἰ σκῆπτρα τὰ σὰ πρὸς καθαίρεσιν πέσῃ·	NEU
μηδὲν οὖν ἐρωτήσαντες ποῦ πλεῖ, μετεσκευαζόμεθα ἐπὶ τὴν θάλασσαν ἐκ τῆς γῆς, καὶ ἦν ὁ καιρὸς μικρὸν ἄνω τῆς ἕω.	NEU
καὶ τοῦτο μόνον ἐμέμφετο βασιλεὺς Φαρνάκην, ὅτι οὐ προσέγραψεν ἐν τῇ ἐπιστολῇ ὄνομα τῆς γυναικός.	NEU
Ὁμοίως καὶ οἱ συγγενεῖς ἐν γνώσει γεγονότες συνεξήλθασιν ἅπαντες εἰς ἀπάντησιν τούτου καὶ πλησίον γενόμενοι ἔνθα ἦσαν αἱ τένδαι, προϋπήντα ὁ ἀμιρᾶς πεζὸς μετὰ τζαγγίων·	NEU
πέπτωκεν ὀφρύς, ἦλθεν εἰς ἀηδίαν τὸ πᾶν δὲ σοὶ παρῆλθε τοῦ κάλλους, γύναι.	NEG
ἅπαξ ἰδὼν ἐρᾷς, καὶ ταῦτα πενθῶν, πρὶν ἀφοσιώσασθαι τοὺς τῆς ἀθλίας δαίμονας.	NEG
εἰ τοῦτο, συζεύχθητι τῇ ποθουμένῃ, λάβῃ θάνατον ἡ Ῥοδάνθη νυμφίον·	NEG
“Πιστεύω, τέκνον, διὰ σοῦ Θεῷ τῷ ἐν Τριάδι καὶ μετὰ σοῦ πορεύσομαι καλῶς εἰς Ῥωμανίαν, βαπτισθεῖσα εἰς ἄφεσιν τῶν πολλῶν μου σφαλμάτων, χάριν ὁμολογοῦσα τε διὰ σοῦ φωτισθῆναι”.	POS
ὁ δὲ ἀπεκρίνατο “μακρὸς ὁ μῦθος, ὦ δέσποτα, καὶ πρὸς οὐδὲν ἔτι χρήσιμός μοι.	NEU
Διὰ σὲ ἀπολλύω τοὺς ἀθλίους κοψίχους.	NEG
Ἀπῆρεν τους καὶ ὑπάγουσιν πρὸς τὸν αὐτοῦ πατέραν καὶ πρὸς ἀλλήλους ἔλεγον οἱ συγγενεῖς τῆς κόρης·	NEU
ἐπῆρεν ἀλλάγια ϑαυμαστὰ διακόσια πενῆντα, καὶ τὸ καϑὲν ἀπὸ ἑκατὸν εἶχεν καβαλλαρίους, φαράτους ὅλους, διαλεχτούς, καλούς, δοχιμασμένους.	NEU
ἐξέπτη δέ μου καὶ ὁ ὕπνος τῶν ὀφθαλμῶν, καὶ ἠνιώμην νὴ τὸν Ἔρωτα οὕτω καλὸν ἀπολέσας ὄνειρον καὶ τῆς ἐμῆς φίλης Ὑσμίνης ἀποσπασθείς·	NEG
ὃ γὰρ βούλεται τοῦθ' ἕκαστος καὶ οἴεται.	NEU
τὸ κρίνον κοσμεῖ τὸν κῆπον, ἡδύνει τὴν ὄσφρησιν, τὸν θεατὴν ἐφέλκεται καὶ πρὸς τὸ ῥόδον ἐρίζει·	POS
ἡ δὲ Δροσίλλα, καίπερ ἐν μέσῳ φόνων — εἰς γὰρ τὸ κάλλος ἀσθενοῦσι καὶ ξίφη —, μέσον ξιφῶν ἔμεινεν ἐκτὸς τραυμάτων·	POS
Βλέπεις ἀνάγκην ἣν φέρει, βλέπεις νόσον.	NEG
κανεὶς οὐδὲν ἑτόρμησεν ἵνα τὸν ἐξυπνήσῃ.	NEU
ἄγγελος δὲ Φήμη ταχεῖα Συρακοσίοις ἐμήνυσε τὸ παράδοξον.	NEU
Χαίροις, φυτουργὲ τῶν τοσούτων ἀνθέων·	POS
μεταπεισθεὶς γὰρ ὑπὸ τοῦ φίλου, πρὸς ὃν ᾤχετο, μὴ ἀπόκοιτος γενέσθαι, δειπνήσας πάλιν ἀνέστρεφεν ἐπὶ τὴν οἰκίαν.	NEU
Καὶ ταῦτα λέγων ἐπεδάκρυεν ὥσπερ ὅτι πρὸς βίαν ἥττηται κόρης ἐνδεικνύμενος.	NEG
Ἀκούσας ταῦτα ὁ Φλώριος παίρνει τὸ δακτυλίδιν, βάνει το στὸ δακτύλι του διὰ παρηγοριάν του.	NEU
τοῦτο πληροφορήθητι καὶ λάβε κατὰ νοῦ σου, εἰ μὲν καὶ με τὸ θέλημα καὶ τὴν προαίρεσίν σου θέλεις γυρίσειν καὶ στραφῆν, παυόμεθα τοῦ λέγειν, εἰ δ’ ἴσως ὀπισωπατεῖς, οὐ θέλεις ν’ ἀκλουθήσῃς, ἐπέρνωμέν σε πεταστόν, γοργογυρίσομέν σε, καὶ ὁ πατήρ σου ὁ βασιλεὺς τοῦτο καὶ γὰρ μᾶς εἶπεν”.	NEU
Νικᾷ Σωσθένης, καὶ ἅρμα φέρων ἀνάγει μοι καὶ ἄγει με περὶ τὴν οἰκίαν καὶ φιλοφρονεῖταί με μάλα φιλοτίμως καὶ εἰσάγει με περὶ τὸν κῆπον.	NEU
Οὕτω τραπέντος πρὸς ὕπνον Χαρικλέος, Δροσίλλα πικρῶς ἐστέναζεν ἐκ βάθους ἐν παρθενῶνι τῆς Χρυσίλλας κειμένη — οὐ γὰρ κατασχεῖν ἠδυνήθη τὴν κόρην νήδυμος ὕπνος ἐκχυθεὶς κατ’ ὀμμάτων	NEG
Ταύτης εἰς τὴν ἑτέραν λῆξιν ἀναλυθείσης χρόνον μέν τινα διῆγον ἀπαθὴς κακῶν ἐπὶ παισὶ δύο τοῖς ἐξ αὐτῆς ἁβρυνόμενος·	POS
ἐὰν μὲν ᾖ ὄψον ἐλέφαντος, ἔλαβέ τε εὐθὺς καὶ ἐπιπτυχθεῖσα κάτω πρὸς τὴν γένυν τῷ στόματι τὴν τροφὴν διακονεῖ·	NEU
Ἀκόμα ἄλλα δύο λόγια ἔχω νὰ τὸν ἐρωτήσω·	NEU
Καὶ νῦν δὲ μᾶλλον σωφρόνως ἠγαλλόμην, ἐλεύθερονφῶς, ὦ θεοί, λαχὼν βλέπειν·	POS
δοῦλος Ὑσμίνης ἐξ Ἔρωτος, δοῦλος λογισμῶν ἐκ τῶν ὀφθαλμῶν καὶ δοῦλος ἐκ τύχης τοῦ κήρυκος.	NEG
Γοργὸν ἀπιλογήθηκεν ὁ εὐνοῦχος πρὸς ἐκεῖνον·	NEU
Καὶ ποῦ νὰ πάγῃ, αὐϑέντη μου, ὁ ἐρωτικός σου πόϑος;	NEU
παριόντι δὲ αὐτῷ τὴν ἀγορὰν ὁ Αἰγύπτιος ἔλεξεν “ἐνταῦθά ἐστιν ἡ γυνή, δέσποτα, ἡ μὴ βουλομένη προσελθεῖν, ἀλλὰ ἀποκαρτεροῦσα·	NEU
οἷος μὲν οἷος ὁ Βρυάξης Μιστύλῳ καὶ πῶς τὰ θεσμὰ τῆς πρὸς αὐτὸν ἀγάπης φρουρεῖν διεσπούδακεν, εἴπερ ἄλλο τι, ἄλλοις τε πολλοῖς, εἰ θελήσεις, ἂν μάθοις καὶ μᾶλλον οἷς μοι τῆς Τύχης δωρουμένης μόνῳ μὲν ἄρχειν, ἄλλα δὲ θραύειν κράτη, οὐκ ἠθέλησα τῆς Τύχης μοι τὴν χάριν καὶ μέχρι τοῦ σοῦ, Μιστύλε, φθάσαι κράτους.	NEU
οὐκ ἔστι δὲ οὕτως ἄνθρωπος δρομικώτατος, ὃν οὐ τῆς φήμης φθάνει τὸ πτερόν·	NEU
τὸ τῆς χαρᾶς δάκρυον ἔρρει πλησμίως, τῆς χαρμονῆς ὁ θρῆνος ὑψοῦτο πλέον.	POS
